track_name,artist,genre,play_count,danceability,energy,valence,tempo
Clocks,Coldplay,Pop Rock,9,0.178,0.263,0.824,98.4
Una y Otra Vez - Directo Primera Fila,La Oreja de Van Gogh,Other,3,0.27,0.399,0.266,103.4
If All Goes Well,The Dear Hunter,Progressive Rock,3,0.551,0.712,0.766,111.1
Lean On (feat. MØ & DJ Snake),Major Lazer,Electronic,10,0.407,0.075,0.357,108.5
I Won't See You Tonight Part 2,Avenged Sevenfold,Hard Rock,8,0.484,0.404,0.504,103.8
Atlantic,Keane,Other,3,0.6,0.375,0.486,151.7
Remedy Lane,Pain of Salvation,Other,6,0.639,0.377,0.308,131.3
The Kids Are All Dying,FINNEAS,Pop,41,0.213,0.728,0.826,112.7
The Anthem,Good Charlotte,Punk Rock,17,0.494,0.939,0.893,177.751
Victorias Secret,Sonata Arctica,Power Metal,5,0.844,0.323,0.871,72.4
Felt and Feelings,Jordan Rudess,Other,3,0.781,0.204,0.358,132.3
Hellraiser - 30th Anniversary Edition,Ozzy Osbourne,Other,8,0.704,0.576,0.892,135.4
Jesus Built My Hotrod,Ministry,Other,4,0.468,0.357,0.404,173.5
Fix Me (Acoustic),10 Years,Other,5,0.402,0.608,0.33,100.5
Second Heartbeat,Avenged Sevenfold,Hard Rock,8,0.776,0.486,0.63,136.5
El Fantasma de Canterville (En Vivo),Sui Generis,Other,9,0.416,0.861,0.411,102.4
Silenced By The Night,Keane,Other,28,0.515,0.809,0.237,111.985
Angie - Remastered,The Rolling Stones,Classic Rock,38,0.327,0.937,0.719,163.1
I Can't Live With You - Remastered 2011,Queen,Classic Rock,3,0.168,0.852,0.749,104.3
Sin Dormir,Massacre,Other,5,0.377,0.602,0.137,129.4
Ladykiller,Maroon 5,Pop Rock,64,0.483,0.692,0.641,104.6
Be Yourself,Audioslave,Rock,18,0.295,0.562,0.589,117.1
505,Arctic Monkeys,Indie Rock,19,0.526,0.866,0.248,140.266
Colorblind,Between The Buried And Me,Other,28,0.828,0.528,0.409,198.2
Innuendo - Remastered 2011,Queen,Classic Rock,17,0.659,0.399,0.9,100.7
About Chicago - Commentary by LA Reid & Timbaland,Michael Jackson,Pop,8,0.287,0.557,0.527,136.0
Quiet the Mind,IAMX,Electronic,5,0.573,0.318,0.238,88.4
One Day All This Could be Yours - Remastered,Oceansize,Other,4,0.443,0.124,0.368,122.5
Where Brooklyn At? (Interlude),The Lonely Island,Other,3,0.223,0.585,0.503,107.4
Why Not?,Gentle Giant,Progressive Rock,5,0.317,0.438,0.405,60.0
Shoot to Thrill,AC/DC,Classic Rock,9,0.457,0.904,0.48,141.038
Eat The Rich,Aerosmith,Classic Rock,4,0.165,0.222,0.87,88.0
The Rains of Castamere,Ramin Djawadi,Soundtrack,4,0.285,0.15,0.138,83.768
Por Siete Vidas,Fito Paez,Latin Rock,3,0.683,0.514,0.729,94.1
Stationary Traveller,Camel,Progressive Rock,3,0.713,0.596,0.3,127.7
Bring Me To Life,Evanescence,Hard Rock,12,0.331,0.943,0.296,94.612
Oblivion,Astor Piazzolla,Other,4,0.567,0.728,0.199,125.5
Closer,Kings of Leon,Other,4,0.52,0.523,0.802,85.1
U.Y.M.,Destiny Potato,Other,11,0.553,0.731,0.376,154.4
Do Or Die,Thirty Seconds To Mars,Alternative Rock,81,0.479,0.821,0.142,144.9
Confiá,Fito Paez,Latin Rock,15,0.677,0.333,0.495,114.3
"I Melt with You (7"" Mix)",Modern English,Other,3,0.484,0.709,0.33,137.3
Believer,Imagine Dragons,Pop Rock,50,0.305,0.611,0.494,116.0
Symphony Number Vibe,Sacha Collisson,Other,3,0.382,0.907,0.392,119.3
Parting Glass - Live at Wembley Stadium,Ed Sheeran,Pop,20,0.585,0.265,0.264,126.3
If You Only Knew,Shinedown,Hard Rock,39,0.844,0.368,0.227,148.5
Vi står alltid bakom dig,Koloni,Other,3,0.65,0.673,0.294,120.4
Ticks & Leeches,TOOL,Other,8,0.423,0.769,0.49,161.2
Every Night,Imagine Dragons,Pop Rock,37,0.057,0.051,0.522,151.1
The Last March,God Is An Astronaut,Other,3,0.392,0.088,0.436,117.4
Lovelorn Crime,Opeth,Progressive Metal,4,0.56,0.319,0.755,131.1
Blood,In This Moment,Metal,39,0.732,0.396,0.594,151.4
Surrender,Angels & Airwaves,Other,3,0.347,0.541,0.52,115.5
True - Single Edit,Spandau Ballet,Other,42,0.742,0.533,0.391,97.395
I Don't Care (feat. Adam Gontier),Apocalyptica,Other,5,0.814,0.096,0.563,163.6
Unspoken,Demians,Other,5,0.394,0.298,0.51,129.7
Freedom Fighter,Aerosmith,Classic Rock,3,0.627,0.618,0.698,167.9
Come Away With Me,Norah Jones,Other,3,0.482,0.701,0.364,120.0
Second Chance,Shinedown,Hard Rock,115,0.46,0.796,0.182,100.011
"Ground Zero - Explicit / Recorded Live At Vic Theatre, Chicago, IL on April 22, 2011",Chris Cornell,Grunge,6,0.301,0.395,0.357,113.7
Wasting My Young Years,London Grammar,Other,5,0.415,0.379,0.547,94.0
Brothers In Arms,Dire Straits,Other,5,0.736,0.776,0.796,110.0
One More Night - Commentary,Maroon 5,Pop Rock,27,0.381,0.599,0.161,101.0
Interlude,James Bay,Pop,8,0.493,0.757,0.487,119.8
Shoot First,The Pineapple Thief,Progressive Rock,7,0.441,0.66,0.419,126.5
Ethereality,Akord,Other,8,0.563,0.869,0.57,138.0
Break My Heart Again,FINNEAS,Pop,16,0.081,0.521,0.602,133.6
Two to Tango,Pork,Latin Rock,20,0.812,0.937,0.468,104.9
Something Got Me Started - 2008 Remaster,Simply Red,Other,3,0.579,0.758,0.41,126.2
The Answers,The Pineapple Thief,Progressive Rock,12,0.633,0.542,0.606,125.5
This House is a Circus,Arctic Monkeys,Indie Rock,3,0.476,0.844,0.658,155.322
Breathe Into Me,Red,Other,6,0.32,0.91,0.22,165.943
You Know I'm No Good,Amy Winehouse,Other,20,0.694,0.496,0.799,103.372
Yayo,Lana Del Rey,Pop,3,0.504,0.613,0.111,130.8
VI. Orlando: Modular Astronomy,Max Richter,Other,3,0.645,0.183,0.327,108.2
Frame By Frame,The Third Ending,Other,13,0.352,0.866,0.627,109.7
Sea of Tranquility,Gazpacho,Other,10,0.543,0.695,0.77,107.7
Once Upon a Show,Nina Tribus,Other,5,0.207,0.56,0.652,103.5
"Black - Kaufman Astoria Studios - MTV Unplugged - New York, NY 3/16/1992",Pearl Jam,Grunge,9,0.224,0.71,0.749,116.0
This Cocaine Makes Me Feel Like I'm On This Song,System Of A Down,Metal,5,0.524,0.444,0.19,120.1
Icky Thump,The White Stripes,Other,14,0.523,0.08,0.633,139.1
One More Time,Daft Punk,Electronic,7,0.614,0.116,0.424,143.5
Almost Easy,Avenged Sevenfold,Hard Rock,45,0.378,0.959,0.338,174.932
Prodigal,Blacktop Mojo,Other,5,0.561,0.581,0.246,111.8
Part-Time Lover,Stevie Wonder,Other,5,0.511,0.893,0.352,128.3
Still Got The Blues,Gary Moore,Other,7,0.189,0.39,0.32,169.563
(I Like) The Way You Love Me,Michael Jackson,Pop,3,0.358,0.429,0.669,71.4
Thinking of You,Hurts,Electronic,19,0.365,0.559,0.59,122.9
The Path To Decay,Sirenia,Other,3,0.742,0.198,0.612,124.8
No Good in Goodbye,The Script,Pop Rock,3,0.86,0.502,0.773,128.5
From Yesterday,Thirty Seconds To Mars,Alternative Rock,41,0.522,0.59,0.316,91.1
Breathing,Yellowcard,Other,3,0.361,0.577,0.631,103.0
My Life,Imagine Dragons,Pop Rock,16,0.741,0.256,0.266,99.7
Rise With Me,In This Moment,Metal,28,0.615,0.796,0.826,95.2
Fermi Paradox,Avenged Sevenfold,Hard Rock,25,0.809,0.556,0.506,114.1
Judith - Renholder Remix,A Perfect Circle,Other,4,0.619,0.218,0.813,161.4
Civil War,Guns N' Roses,Classic Rock,3,0.295,0.551,0.44,114.4
A World Alone,Lorde,Pop,7,0.415,0.516,0.315,128.4
My Secret Friend,IAMX,Electronic,3,0.772,0.574,0.886,113.5
"Bad - Live At Round Chapel, London",James Bay,Pop,3,0.184,0.16,0.315,120.5
Stealing Society,System Of A Down,Metal,5,0.407,0.522,0.134,121.4
Hello,Adele,Other,12,0.417,0.395,0.744,136.4
Sea of Sin - Tonal Mix,Depeche Mode,Electronic,3,0.647,0.615,0.874,123.5
Across the Universe,Scorpions,Other,3,0.838,0.434,0.257,152.8
Behind the Crimson Door,HIM,Other,5,0.289,0.522,0.38,127.3
"Nails for Breakfast, Tacks for Snacks",Panic! At The Disco,Pop Rock,9,0.381,0.412,0.81,132.4
Sempiternal Beings,Haken,Progressive Metal,4,0.65,0.288,0.651,175.5
Goodbye Blue Sky,Pink Floyd,Progressive Rock,22,0.638,0.0811,0.0503,109.154
"The March Of The Black Queen - Live At The Rainbow, London / November 1974",Queen,Classic Rock,18,0.58,0.515,0.665,100.5
B.Y.O.B.,System Of A Down,Metal,19,0.538,0.981,0.711,101.414
Run Like Hell,Pink Floyd,Progressive Rock,16,0.645,0.304,0.42,125.7
Lift,Radiohead,Alternative Rock,4,0.074,0.765,0.086,165.0
Time is Running Out,Muse,Alternative Rock,18,0.511,0.354,0.437,123.8
Intermezzo,Catupecu Machu,Other,3,0.494,0.308,0.448,123.2
Cry Baby,The Neighbourhood,Other,5,0.581,0.656,0.338,108.033
Paul Rosenberg - Skit,Eminem,Hip Hop,3,0.229,0.363,0.154,106.2
Hoodoo,Muse,Alternative Rock,14,0.806,0.33,0.607,151.7
Where's My Love - Acoustic,SYML,Other,3,0.093,0.23,0.433,82.8
The Eater Of Dreams,Nine Inch Nails,Other,3,0.405,0.447,0.578,124.7
Lost,Avenged Sevenfold,Hard Rock,25,0.238,0.352,0.618,122.6
Feel Good (with Daya),Gryffin,Other,7,0.625,0.707,0.479,138.064
Dissident Aggressor,Halestorm,Other,5,0.563,0.604,0.397,136.1
Third Law - Live At Rockefeller Music Hall,Leprous,Progressive Metal,4,0.217,0.587,0.135,127.3
Let's Dance - 1999 Remaster,David Bowie,Classic Rock,14,0.551,0.368,0.585,142.0
Cherub Rock - 2011 Remaster,The Smashing Pumpkins,Alternative Rock,13,0.371,0.866,0.447,87.254
Diggy Diggy Hole,Wind Rose,Other,4,0.584,0.418,0.187,121.5
Teardrops - Bonus Track,The Rasmus,Alternative Rock,5,0.628,0.3,0.745,134.3
A Sky Full of Stars,Coldplay,Pop Rock,25,0.941,0.724,0.525,84.4
Shape of You,Ed Sheeran,Pop,13,0.376,0.412,0.797,95.4
Sin Pena Ni Gloria - En Vivo,No Te Va Gustar,Latin Rock,5,0.641,0.805,0.279,125.5
Blurry,Puddle Of Mudd,Other,26,0.432,0.936,0.499,157.469
Beneath the Mire,Opeth,Progressive Metal,21,0.818,0.469,0.684,175.1
Tu sonrisa inolvidable,Fito Paez,Latin Rock,15,0.584,0.8,0.427,112.6
"Bohemian Rhapsody - Reprise / Live At The Hammersmith Odeon, London / 1975",Queen,Classic Rock,6,0.771,0.378,0.468,89.5
Mujeres Bellas y Fuertes,El Mató a un Policía Motorizado,Other,5,0.372,0.568,0.375,60.0
Blackstar,David Bowie,Classic Rock,4,0.229,0.872,0.208,133.8
Land Of The Free,Sonata Arctica,Power Metal,29,0.879,0.147,0.79,91.7
4:00 AM,Avenged Sevenfold,Hard Rock,3,0.776,0.51,0.537,87.3
I’ll Make It Up To You,Imagine Dragons,Pop Rock,31,0.827,0.503,0.27,126.7
GOLDWING,Billie Eilish,Pop,60,0.161,0.388,0.454,103.8
You’re Not Home,Keane,Other,3,0.708,0.39,0.386,117.1
Star Treatment,Arctic Monkeys,Indie Rock,8,0.423,0.445,0.168,144.6
En La Ciudad De La Furia - Remasterizado 2007,Soda Stereo,Latin Rock,14,0.324,0.455,0.932,114.8
What to Say,Enchant,Other,5,0.241,0.535,0.298,178.4
Bottoms Up,Nickelback,Other,8,0.757,0.691,0.257,163.5
Swing of the Airwaves,Demians,Other,5,0.775,0.595,0.506,90.3
Left Out - Live from Washington State,Shinedown,Hard Rock,4,0.162,0.581,0.482,133.6
Turn From Heaven,Therion,Other,13,0.165,0.408,0.087,98.6
Trying to Be Good,MØ,Other,4,0.54,0.95,0.333,91.9
Welcome To The Jungle,Guns N' Roses,Classic Rock,20,0.453,0.987,0.316,123.544
Lost Queen,Pharrell Williams,Other,6,0.13,0.286,0.515,119.4
Beautiful Day,U2,Other,15,0.774,0.251,0.81,111.6
Off He Goes,Pearl Jam,Grunge,3,0.593,0.897,0.442,78.1
Cicatriz,Carajo,Other,5,0.52,0.981,0.0428,114.945
Dragon Rider,Thomas Bergersen,Soundtrack,10,0.566,0.677,0.114,107.3
Get out Alive,Anekdoten,Other,4,0.559,0.714,0.327,92.2
Determined,Mudvayne,Other,6,0.4,0.991,0.45,129.519
I’m So Sorry,Imagine Dragons,Pop Rock,101,0.369,0.195,0.254,108.9
Somebody to Die For,Hurts,Electronic,9,0.295,0.068,0.287,157.7
Surreal Killer,Hive,Other,3,0.682,0.398,0.543,131.2
Bent to Fly,Slash,Other,6,0.438,0.365,0.487,129.3
Woman - Remastered 2010,John Lennon,Other,4,0.806,0.36,0.721,104.5
This Velvet Glove,Red Hot Chili Peppers,Alternative Rock,3,0.345,0.463,0.227,118.8
The Beautiful People,Marilyn Manson,Other,3,0.544,0.39,0.357,181.9
Have You Ever?,Leprous,Progressive Metal,59,0.558,0.958,0.767,136.0
Through The Window,Chris Cornell,Grunge,19,0.573,0.324,0.344,122.0
Mr. Amsterdam,Sum 41,Punk Rock,4,0.941,0.477,0.173,132.0
Stay,Rihanna,Pop,10,0.84,0.268,0.221,132.9
This Is Goodbye,Sum 41,Punk Rock,3,0.235,0.403,0.467,100.0
Downfall,Children Of Bodom,Metal,4,0.668,0.495,0.126,114.6
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,Hip Hop,4,0.428,0.557,0.198,139.1
Hell Yeah,Rev Theory,Other,5,0.458,0.665,0.283,122.1
Owner of a Lonely Heart,Yes,Progressive Rock,20,0.529,0.66,0.222,97.0
Us - Acoustic,James Bay,Pop,6,0.692,0.636,0.277,94.0
Thrive,The Contortionist,Other,11,0.471,0.797,0.661,102.1
Yellow Flicker Beat - From The Hunger Games: Mockingjay Part 1,Lorde,Pop,13,0.321,0.181,0.241,105.1
Wildcard,Miley Cyrus,Pop,10,0.375,0.058,0.731,108.7
Get on Top,Red Hot Chili Peppers,Alternative Rock,4,0.819,0.601,0.302,91.4
I´m Shipping Up To Boston,Children Of Bodom,Metal,3,0.334,0.973,0.228,99.393
Cancer,My Chemical Romance,Other,6,0.457,0.515,0.222,74.984
youth,VÉRITÉ,Pop,3,0.795,0.306,0.442,111.3
Wake,Linkin Park,Alternative Rock,3,0.493,0.257,0.841,120.0
The Inquiry of Ms. Terri,The Dear Hunter,Progressive Rock,12,0.587,0.616,0.271,150.3
In Cauda Venenum,The Dear Hunter,Progressive Rock,6,0.415,0.764,0.829,88.4
Amaryllis,Shinedown,Hard Rock,21,0.513,0.429,0.395,94.6
"Pierre, El Vitricida",Patricio Rey y sus Redonditos de Ricota,Latin Rock,3,0.544,0.799,0.543,186.063
Africa,Mike Massé,Other,5,0.539,0.609,0.4,90.8
Lost In Hollywood,System Of A Down,Metal,7,0.621,0.719,0.243,126.1
Mann gegen Mann,Rammstein,Other,5,0.448,0.878,0.579,166.105
What Lovers Do (feat. SZA),Maroon 5,Pop Rock,4,0.532,0.748,0.574,121.5
The Happiest Days Of Our Lives - 2001 Remastered Version,Pink Floyd,Progressive Rock,6,0.506,0.581,0.481,144.2
Offer Your Light,Devin Townsend Project,Other,10,0.545,0.592,0.392,148.8
Scarface (Push It To The Limit),Paul Engemann,Other,4,0.401,0.543,0.393,108.3
Amoeba,Clairo,Other,3,0.739,0.491,0.707,111.008
Without You I'm Nothing,Placebo,Alternative Rock,4,0.304,0.47,0.256,119.3
Faith - Remastered,George Michael,Pop,30,0.4,0.265,0.42,130.2
Break Your Heart Right Back,Ariana Grande,Pop,7,0.58,0.195,0.384,126.6
The Wizard of Altai Mountains,Gazpacho,Other,23,0.511,0.786,0.41,109.1
Somewhere Only We Know,Keane,Other,6,0.514,0.021,0.467,147.2
Holiday / Boulevard of Broken Dreams,Green Day,Punk Rock,17,0.588,0.648,0.477,155.2
In the Roses - Acoustic,Christian Reindl,Other,3,0.36,0.822,0.623,154.5
Who Says,John Mayer,Other,4,0.584,0.509,0.367,90.457
Little Green Apples,Robbie Williams,Pop Rock,5,0.654,0.517,0.665,87.1
Todo un Palo,Patricio Rey y sus Redonditos de Ricota,Latin Rock,4,0.139,0.645,0.751,89.0
Angel,Judas Priest,Other,14,0.532,0.441,0.204,83.998
All That I Want,Robbie Williams,Pop Rock,3,0.509,0.528,0.086,140.5
Every Other Freckle,alt-J,Other,3,0.446,0.082,0.723,142.0
Slaying The Dreamer,Nightwish,Symphonic Metal,6,0.688,0.284,0.103,82.4
The Threat Is Real,Megadeth,Metal,5,0.776,0.442,0.394,113.7
jar of hearts,Christina Perri,Other,3,0.379,0.867,0.446,131.1
Chandelier - Piano Version,Sia,Other,9,0.531,0.718,0.207,88.9
Lucidity,Soen,Other,7,0.729,0.274,0.427,118.7
Thaeter,Marilyn Manson,Other,6,0.802,0.332,0.439,137.2
I Want It That Way,Backstreet Boys,Pop,4,0.651,0.435,0.22,108.0
Follow You Follow Me - Remastered 2007,Genesis,Progressive Rock,5,0.417,0.165,0.68,116.1
"Walking On The Moon - Live From River Plate Stadium, Buenos Aires",The Police,Other,15,0.695,0.647,0.287,157.5
The Sun Always Shines on T.V.,a-ha,Other,7,0.494,0.839,0.219,126.329
AMERIKA,Rammstein,Other,27,0.243,0.502,0.744,96.4
Children of the Elder God,Old Gods of Asgard,Other,12,0.758,0.782,0.497,140.8
You Spin Me Round (Like A Record),Dope,Other,3,0.602,0.876,0.713,128.563
Nightfall,Tomorrow's Eve,Other,7,0.119,0.122,0.586,117.4
Lie To Me,12 Stones,Other,13,0.473,0.458,0.725,142.0
Fields Of Gold,Sting,Other,5,0.198,0.685,0.646,140.3
Blonde on Blonde,Nada Surf,Other,10,0.647,0.617,0.914,121.0
In A Warzone,Transplants,Other,3,0.615,0.767,0.093,122.3
"The Fountain of Glow, Pt. 3",Sylvan,Other,4,0.557,0.317,0.318,139.4
Body Gold,Oh Wonder,Other,4,0.576,0.558,0.839,105.1
Deluge (Remastered),Closure in Moscow,Other,18,0.466,0.733,0.675,107.3
Lock Howl,Storm Corrosion,Other,8,0.363,0.507,0.612,94.6
I'll Always Be Right There - MTV Unplugged Version,Bryan Adams,Other,4,0.136,0.285,0.826,122.1
I'll Follow You,Shinedown,Hard Rock,113,0.537,0.692,0.286,125.037
Happy?,Mudvayne,Other,49,0.546,0.97,0.383,100.065
Dakota,Stereophonics,Other,3,0.315,0.762,0.951,94.6
Lo Que Sangra (La Cúpula),Soda Stereo,Latin Rock,3,0.796,0.875,0.763,103.5
Are You In?,Incubus,Other,4,0.603,0.531,0.616,100.3
Al vacío,No Te Va Gustar,Latin Rock,7,0.465,0.87,0.274,155.6
Pa-pa,The Rasmus,Alternative Rock,5,0.154,0.391,0.375,80.4
On the Plane,Blackfield,Other,4,0.324,0.189,0.456,143.7
Burning Ground,Brandon Jenner,Other,3,0.743,0.821,0.558,157.6
Zeroes,Sonata Arctica,Power Metal,5,0.235,0.613,0.489,167.1
Signs Of Life - 2011 Remastered Version,Pink Floyd,Progressive Rock,3,0.675,0.686,0.606,105.7
Lucky,Jason Mraz,Other,27,0.625,0.414,0.669,130.088
Elastic Heart,Hearts & Hands,Other,3,0.524,0.204,0.376,86.6
Replica,Sonata Arctica,Power Metal,19,0.263,0.632,0.392,112.0
The Ballad of Jeremiah Peacekeeper,Poets of the Fall,Alternative Rock,3,0.598,0.885,0.75,152.1
Take Me To Church,Hozier,Other,38,0.636,0.666,0.214,99.0
Moonlight,Ariana Grande,Pop,5,0.417,0.407,0.19,126.0
Undisclosed Desires,Muse,Alternative Rock,163,0.24,0.617,0.403,112.7
Swings Both Ways,Robbie Williams,Pop Rock,3,0.881,0.768,0.449,112.1
Battle Of One,Thirty Seconds To Mars,Alternative Rock,34,0.325,0.613,0.282,116.6
"We Want Guarantees, Not Hunger Pains",Closure in Moscow,Other,7,0.443,0.528,0.655,142.3
Cockroach King,Haken,Progressive Metal,22,0.556,0.596,0.208,84.9
Stained,Linkin Park,Alternative Rock,4,0.409,0.402,0.822,118.5
VII. Orlando: Entropy,Max Richter,Other,5,0.27,0.261,0.182,127.5
Strip My Mind,Red Hot Chili Peppers,Alternative Rock,3,0.358,0.591,0.096,149.8
Tickets,Maroon 5,Pop Rock,51,0.631,0.24,0.544,130.0
Blank File,Sonata Arctica,Power Metal,3,0.433,0.792,0.633,77.9
Carismático,Babasonicos,Other,7,0.243,0.763,0.808,94.6
No One,Alicia Keys,Other,4,0.954,0.639,0.801,120.2
I Remember,Les Friction,Soundtrack,4,0.391,0.968,0.346,92.7
Lost in Transit,The Third Ending,Other,9,0.22,0.334,0.544,124.4
Stalker,IAMX,Electronic,9,0.204,0.26,0.489,106.7
I Get Off,Halestorm,Other,11,0.624,0.368,0.538,170.0
Where Our Shadows Sleep,Sieges Even,Other,26,0.527,0.236,0.273,137.5
Linoleum,Pain of Salvation,Other,8,0.508,0.574,0.091,158.1
The Phantom Agony (Orchestral Version),Epica,Symphonic Metal,3,0.148,0.184,0.679,90.0
Black Cadillac,Shinedown,Hard Rock,6,0.312,0.837,0.385,132.7
Keep Your Heart Broken,The Rasmus,Alternative Rock,6,0.523,0.469,0.433,128.6
My Direction,Sum 41,Punk Rock,7,0.179,0.198,0.494,103.5
Dance Little Liar,Arctic Monkeys,Indie Rock,4,0.691,0.632,0.665,82.5
We Love You,Avenged Sevenfold,Hard Rock,6,0.756,0.485,0.769,112.0
The Overview,Steven Wilson,Progressive Rock,3,0.45,0.092,0.44,110.5
The Moth,Kingcrow,Other,6,0.369,0.55,0.672,142.5
ME CHUPA LA P1J4 LA OPINIÓN DE LOS KUKAS,Marcos Blanc,Other,4,0.238,0.461,0.667,142.4
Pop,*NSYNC,Other,8,0.56,0.307,0.713,68.3
Passage,Native Construct,Other,23,0.176,0.914,0.183,123.2
President,IAMX,Electronic,11,0.948,0.46,0.325,90.1
the 1,Taylor Swift,Pop,39,0.465,0.864,0.15,118.4
Can't Stop,Maroon 5,Pop Rock,14,0.623,0.251,0.651,138.9
When A Blind Man Cries - Remastered,Deep Purple,Classic Rock,7,0.52,0.274,0.222,64.21
The Church of The Technochrist,Closure in Moscow,Other,16,0.538,0.626,0.365,165.8
The Beautiful People,Marilyn Manson,Other,10,0.797,0.833,0.407,125.7
La Murga de los Renegados,Patricio Rey y sus Redonditos de Ricota,Latin Rock,4,0.539,0.85,0.517,123.107
Don`t Hate Me,Porcupine Tree,Progressive Rock,12,0.71,0.383,0.765,141.7
Limelight,Rush,Progressive Rock,6,0.581,0.854,0.788,131.18
The Guitar Lesson,Steven Wilson,Progressive Rock,9,0.559,0.857,0.685,86.1
Drive By,Train,Other,3,0.551,0.212,0.642,110.1
'O sole mio (Arr. Chiaramello for Tenor & Orchestra),Eduardo di Capua,Other,3,0.343,0.067,0.125,101.9
Spieluhr,Rammstein,Other,4,0.64,0.838,0.657,127.075
Make Me Wanna Die,The Pretty Reckless,Other,19,0.838,0.21,0.532,96.9
Frantic,Metallica,Metal,4,0.437,0.453,0.391,107.7
"Brighton Rock - Live At The Hammersmith Odeon, London / 1975",Queen,Classic Rock,6,0.532,0.459,0.754,140.0
That's What I Like,Bruno Mars,Pop,5,0.853,0.56,0.86,134.066
"Relax, Take It Easy",MIKA,Other,6,0.699,0.367,0.558,84.3
Angels,Avenged Sevenfold,Hard Rock,9,0.868,0.255,0.426,124.0
cardigan,Taylor Swift,Pop,35,0.54,0.699,0.532,79.5
Occam's Razor,Porcupine Tree,Progressive Rock,31,0.126,0.35,0.705,108.0
In My Lungs,Ragnar Zolberg,Other,4,0.459,0.283,0.69,127.6
The Stage,Avenged Sevenfold,Hard Rock,16,0.298,0.202,0.153,128.0
Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,Indie Rock,4,0.546,0.291,0.623,116.2
Hearts At War,HIM,Other,4,0.266,0.841,0.689,108.9
Dystopia,Megadeth,Metal,3,0.483,0.524,0.64,143.4
The Patient,TOOL,Other,13,0.86,0.464,0.433,154.5
Astronomy,Conan Gray,Other,4,0.649,0.357,0.424,110.1
I’m So Sorry,Imagine Dragons,Pop Rock,13,0.266,0.467,0.571,145.1
Going Backwards,Depeche Mode,Electronic,12,0.078,0.449,0.362,113.6
Fake,Shinedown,Hard Rock,19,0.225,0.099,0.815,146.6
"Hey, Soul Sister",Train,Other,7,0.416,0.792,0.25,133.5
Muchacha,Fito Paez,Latin Rock,17,0.175,0.363,0.579,142.4
Delicious,Poets of the Fall,Alternative Rock,28,0.211,0.804,0.522,140.0
The Silent Revelation,Leprous,Progressive Metal,49,0.376,0.256,0.21,83.0
Te quiero puta!,Rammstein,Other,3,0.496,0.934,0.268,159.931
Father Figure - Remastered,George Michael,Pop,4,0.103,0.681,0.443,97.6
Heartbreaker,Michael Jackson,Pop,6,0.642,0.352,0.48,133.7
La Ley Y La Trampa,Chaqueño Palavecino,Other,12,0.414,0.392,0.62,85.7
Painkiller,Judas Priest,Other,3,0.435,0.987,0.101,103.16
Sable Chino,Fito Paez,Latin Rock,6,0.868,0.658,0.692,113.6
El chico de la tapa,Fito Paez,Latin Rock,7,0.838,0.046,0.735,126.0
My Bleeding Hand,The Pineapple Thief,Progressive Rock,4,0.17,0.63,0.825,124.2
Scarlet,Periphery,Other,5,0.553,0.572,0.643,153.9
MK Ultra,Periphery,Other,4,0.288,0.649,0.457,139.1
Oceans,Pearl Jam,Grunge,7,0.578,0.377,0.591,129.4
Ghost On The Dance Floor,blink-182,Punk Rock,3,0.487,0.198,0.938,95.4
Amigo Vuelve a Casa Pronto,Sui Generis,Other,5,0.844,0.302,0.208,121.9
Bop! (feat. Mohini Dey),Steve Vai,Other,4,0.921,0.245,0.217,134.1
Nioh,Jack Gardiner,Other,4,0.395,0.627,0.599,141.1
Pour Some Sugar On Me (2012),Def Leppard,Other,16,0.241,0.638,0.547,146.9
Operación Densa,Charly García,Other,3,0.607,0.175,0.505,76.0
False Awakening Suite,Dream Theater,Progressive Metal,19,0.284,0.214,0.289,150.7
Ala Delta,Divididos,Other,16,0.534,0.49,0.72,102.0
Beyond the Sun,Shinedown,Hard Rock,28,0.337,0.223,0.575,85.7
